packet_count,avg_packet_size,std_packet_size,min_packet_size,max_packet_size,flow_duration,avg_time_diff,packet_rate,burst_rate,size_variation,max_time_diff,min_time_diff,time_variation,idle_time,label
50,1334.0,0.0,1334,1334,0.02202916145324707,0.0004495747235356545,2269.61568602714,1.0,0.0,0.0012505054473876953,0.0,0.000504583480392761,0.0012505054473876953,0
50,1334.0,0.0,1334,1334,0.03134799003601074,0.0006397548986940968,1594.9477141867967,1.0,0.0,0.004003047943115234,0.0,0.0008045409390676184,0.004003047943115234,0
50,54.0,0.0,54,54,0.13887691497802734,0.002834222754653619,360.02844662458233,0.8571428571428571,0.0,0.010998725891113281,0.0,0.002028056741004681,0.010998725891113281,0
50,1259.94,278.0859874211572,77,1334,0.1469590663909912,0.0029991646202243106,340.2284799393983,0.9591836734693877,0.2207136746197783,0.12035870552062988,0.0,0.01696037287425105,0.12035870552062988,0
50,1248.18,295.62291453809866,77,1334,2.5063412189483643,0.051149820794864576,19.949390638673233,0.9795918367346939,0.23684317510395572,2.484814405441284,0.0,0.35126964097497543,2.484814405441284,0
50,123.76,152.31251557242433,54,544,2.6735222339630127,0.05456167824414312,18.7019134020706,0.7959183673469388,1.2307087454889754,2.3791277408599854,0.0,0.335772476004551,2.3791277408599854,0
50,1334.0,0.0,1334,1334,0.02498769760131836,0.0005099530122718032,2000.9046008609143,1.0,0.0,0.0012209415435791016,0.0,0.000495106118134101,0.0012209415435791016,0
50,413.54,524.320177372567,54,1354,1.9264845848083496,0.03931601193486428,25.953996434898887,0.7551020408163265,1.2678826137850856,0.4971141815185547,0.0,0.09818466139196322,0.4971141815185547,0
50,1264.34,276.3667570457779,77,1334,0.06611418724060059,0.0013492691273591956,756.255893491527,0.9795918367346939,0.2185857892870526,0.03170943260192871,0.0,0.004450702940242512,0.03170943260192871,0
50,1334.0,0.0,1334,1334,0.0300137996673584,0.0006125265238236408,1665.844868335931,1.0,0.0,0.002456188201904297,0.0,0.0006372799633416144,0.002456188201904297,0
50,638.34,584.1543155708088,54,1334,0.8852548599243164,0.01806642571274115,56.48084611862911,0.7551020408163265,0.9151146953906916,0.22874879837036133,0.0,0.04508498899607471,0.22874879837036133,0
50,1188.26,393.5375362020756,54,1334,0.4982290267944336,0.01016793932233538,100.35525221491653,0.9795918367346939,0.33118806984236404,0.4739823341369629,0.0,0.06694810942168326,0.4739823341369629,0
50,868.28,562.5361158183536,54,1334,0.26517224311828613,0.005411678430985431,188.55597726236823,0.9591836734693877,0.647874090351591,0.20950889587402344,0.0,0.02962934604578584,0.20950889587402344,0
50,160.58,229.56481350590292,54,693,0.9271824359893799,0.018922090530395508,53.926761479130555,0.7551020408163265,1.429597783511677,0.4312174320220947,0.0,0.06582890079392743,0.4312174320220947,0
50,1334.0,0.0,1334,1334,0.030870676040649414,0.0006300137967479473,1619.607563067321,1.0,0.0,0.0020792484283447266,0.0,0.0005759574338031975,0.0020792484283447266,0
50,1334.0,0.0,1334,1334,0.027280092239379883,0.0005567365763138752,1832.7711941029136,1.0,0.0,0.0022971630096435547,0.0,0.0006579178931226949,0.0022971630096435547,0
50,1334.0,0.0,1334,1334,0.03299403190612793,0.0006733475899209782,1515.3796529808435,1.0,0.0,0.002012014389038086,0.0,0.0005962631206720337,0.002012014389038086,0
50,1334.0,0.0,1334,1334,0.03873181343078613,0.0007904451720568598,1290.8951240876897,1.0,0.0,0.0023162364959716797,0.0,0.0005843724263467227,0.0023162364959716797,0
50,1334.0,0.0,1334,1334,0.026700496673583984,0.000544908095379265,1872.554209647185,1.0,0.0,0.0015034675598144531,0.0,0.0005040865587023607,0.0015034675598144531,0
50,1334.0,0.0,1334,1334,0.028130531311035156,0.0005740924757354114,1777.3650302636208,1.0,0.0,0.00213623046875,0.0,0.0006196534616154971,0.00213623046875,0
50,1334.0,0.0,1334,1334,0.04095602035522461,0.0008358371501066247,1220.791931794468,1.0,0.0,0.002997875213623047,0.0,0.0006407179127975122,0.002997875213623047,0
